best_test_accuracy_mean,best_test_accuracy_std,best_test_accuracy_median,best_test_accuracy_min,best_test_accuracy_max,final_train_loss_mean,final_train_loss_std,final_train_loss_median,final_train_loss_min,final_train_loss_max,final_test_loss_mean,final_test_loss_std,final_test_loss_median,final_test_loss_min,final_test_loss_max
69.83854166666666,22.967136286153934,50.208333333333336,50.208333333333336,99.27083333333333,0.030209148143072646,0.00376620885107215,0.02975258459487269,0.02423829765569779,0.03716119091146656,1.279320371511082,1.0293641972429692,1.1670632759730022,0.08992102394501368,3.6228434562683107
