Experiment,Mean Accuracy,Std Dev,Min,Max
Lorenz-SNN,94.0725806451613,0.6576413883185527,93.4475806451613,95.26209677419355
UMAP-Rate-SNN,48.00403225806451,2.4671027529789886,44.75806451612903,50.90725806451613
UMAP-Phase-SNN,88.83064516129033,1.763853667588661,85.48387096774194,90.7258064516129
UMAP-Latency-SNN,35.66532258064516,5.567729320061963,25.302419354838708,41.935483870967744
UMAP-TTFS-SNN,20.544354838709676,8.828343344131618,10.786290322580646,31.149193548387096
UMAP-Burst-SNN,84.19354838709678,8.89142618916782,67.23790322580645,93.04435483870968
Default-MLP,93.79032258064515,0.6394657873852277,93.14516129032258,94.95967741935483
UMAP-MLP,93.97177419354838,0.42958217243271,93.24596774193549,94.45564516129032
Lorenz-MLP,88.46774193548387,2.454052266887571,85.68548387096774,93.04435483870968
