episode,reward,loss,spikes_per_episode
1,9.0,15.687448501586914,28.50419908761978
2,10.0,25.747888565063477,45.35200572013855
3,15.0,65.91267395019531,60.50699803233147
4,23.0,186.3157501220703,342.3513784855604
5,11.0,32.98112487792969,92.67564880847931
6,14.0,64.72602081298828,188.20237396657467
7,15.0,74.06658935546875,178.18501242995262
8,10.0,25.154640197753906,98.64641284942627
9,32.0,343.57305908203125,498.5668192207813
10,13.0,52.13520812988281,115.95783406496048
11,10.0,25.516143798828125,92.98286353051662
12,34.0,383.93475341796875,552.6114679649472
13,11.0,27.337133407592773,104.75441997498274
14,14.0,52.51592254638672,175.9088836312294
15,14.0,57.53583526611328,134.41023092716932
16,22.0,172.69467163085938,296.68449871987104
17,17.0,93.52481079101562,219.819411739707
18,31.0,309.3653259277344,520.0921569615602
19,19.0,129.550048828125,238.58639679849148
20,9.0,18.954265594482422,96.29553505778313
21,13.0,48.353477478027344,125.0688356757164
22,17.0,92.29127502441406,253.37950640916824
23,12.0,43.849178314208984,119.28118947148323
24,22.0,165.75704956054688,304.89521834254265
25,10.0,31.199405670166016,157.83167564868927
26,18.0,108.61402893066406,228.2066840827465
27,13.0,51.80891799926758,151.9480504989624
28,10.0,29.052555084228516,128.22705113887787
29,21.0,143.04037475585938,284.52852303534746
30,13.0,45.46906661987305,174.56259343028069
31,19.0,112.34175109863281,279.5491319298744
32,9.0,21.257450103759766,128.07302778959274
33,14.0,62.02513122558594,228.6904435455799
34,10.0,27.851360321044922,155.48644398152828
35,11.0,36.404762268066406,160.2397347688675
36,11.0,38.93965148925781,166.27396029233932
37,14.0,62.07981491088867,207.7882002145052
38,23.0,182.0982666015625,361.1037137210369
39,15.0,75.84648132324219,233.66464637219906
40,11.0,35.352378845214844,169.47991374135017
41,18.0,104.02437591552734,289.0514187589288
42,14.0,62.991371154785156,225.38370905816555
43,15.0,66.96711730957031,234.2722224369645
44,15.0,63.53822708129883,201.3730302453041
45,14.0,60.89017868041992,213.17986504733562
46,13.0,56.63813781738281,172.67139238119125
47,14.0,51.986900329589844,183.80601726472378
48,25.0,204.1739959716797,333.6604928895831
49,28.0,274.52667236328125,417.0266997218132
50,14.0,58.68587875366211,193.12544921040535
51,11.0,30.973384857177734,154.41829550266266
52,12.0,39.761932373046875,172.14446911215782
53,11.0,29.72723388671875,151.64342853426933
54,27.0,223.508544921875,421.27104370296
55,34.0,370.9030456542969,563.3828509375453
56,12.0,42.18064498901367,164.28299798071384
57,11.0,28.860971450805664,148.50722114741802
58,20.0,134.25827026367188,260.79450588673353
59,10.0,31.951770782470703,151.6847991347313
60,15.0,74.88912200927734,233.57347823679447
61,12.0,45.954673767089844,151.78042376041412
62,20.0,129.12380981445312,340.2356357574463
63,11.0,35.425872802734375,169.5971721112728
64,17.0,92.43624114990234,257.29541240632534
65,17.0,98.7509765625,259.0145525857806
66,40.0,479.13311767578125,723.1016404926777
67,16.0,84.9535140991211,255.7313678190112
68,9.0,24.227458953857422,137.1562281548977
69,12.0,38.92219924926758,163.25484111905098
70,20.0,127.68061828613281,313.33642061799765
71,17.0,93.12236022949219,299.7180757820606
72,14.0,62.60057067871094,174.93464423716068
73,20.0,134.8375244140625,263.6274027377367
74,28.0,265.1277770996094,431.6891244277358
75,15.0,71.77581787109375,216.17014130949974
76,13.0,55.296756744384766,235.49386483430862
77,18.0,102.50715637207031,311.8653714582324
78,15.0,80.38001251220703,210.56302598118782
79,20.0,121.99221801757812,297.95939096063375
80,32.0,338.47747802734375,521.4765935987234
81,19.0,149.25839233398438,344.1834945678711
82,19.0,121.08317565917969,263.91980512440205
83,41.0,590.5640869140625,681.5765588060021
84,41.0,534.1375732421875,684.3337661251426
85,10.0,31.723434448242188,148.62711635231972
86,22.0,152.14572143554688,327.0318909659982
87,29.0,295.88507080078125,437.4038674607873
88,11.0,41.03462219238281,169.1469392478466
89,17.0,91.82014465332031,278.54258328676224
90,15.0,74.3590087890625,230.6248788535595
91,32.0,311.15972900390625,485.1601560860872
92,22.0,155.3101348876953,352.7388326972723
93,16.0,83.35496520996094,245.69101053476334
94,13.0,53.86064147949219,204.82029414922
95,25.0,191.8165283203125,381.3095420077443
96,17.0,91.70331573486328,224.3430278301239
97,35.0,379.65032958984375,569.7642294466496
98,32.0,307.7742919921875,436.76036681234837
99,11.0,39.58429718017578,179.20887422561646
100,14.0,73.71112060546875,292.8130367472768
101,35.0,377.4217529296875,539.0811394304037
102,19.0,126.54452514648438,315.71472615748644
103,17.0,93.05073547363281,269.9492611810565
104,27.0,252.41845703125,380.15860686451197
105,33.0,343.6931457519531,491.2276509180665
106,39.0,460.8835754394531,624.5716135650873
107,10.0,39.98462677001953,154.79475077986717
108,21.0,148.78311157226562,328.47058698534966
109,12.0,45.15024185180664,175.51828953623772
110,21.0,152.50619506835938,349.03242368251085
111,68.0,1244.7222900390625,1488.9395801499486
112,18.0,108.50825500488281,302.5838909447193
113,19.0,117.71730041503906,295.8486701846123
114,13.0,56.17431640625,189.4886496067047
115,19.0,123.67910766601562,279.22243362665176
116,41.0,497.8962097167969,775.5906980410218
117,35.0,376.3355712890625,673.1629782244563
118,20.0,130.63925170898438,321.5719279497862
119,33.0,333.60882568359375,571.198276296258
120,26.0,211.76544189453125,394.88258864730597
121,20.0,139.36558532714844,369.60965425521135
122,12.0,66.11698150634766,211.81068473309278
123,20.0,117.49153900146484,323.67506792396307
124,11.0,41.30422592163086,160.7543065547943
125,39.0,484.07818603515625,745.5565675124526
126,36.0,394.7601318359375,572.1659977957606
127,44.0,561.115478515625,756.6393346041441
128,30.0,287.0465087890625,479.62007163465023
129,10.0,38.44297790527344,148.76370522379875
130,20.0,122.14099884033203,286.41422490775585
131,38.0,438.19696044921875,640.5300751551986
132,27.0,223.90785217285156,444.1078403070569
133,33.0,344.97052001953125,601.6529091447592
134,21.0,147.55606079101562,359.69115889817476
135,12.0,50.592384338378906,193.27773872762918
136,17.0,105.901123046875,270.0384469181299
137,13.0,78.41238403320312,208.79488711804152
138,33.0,332.6468811035156,582.8188752681017
139,32.0,340.84033203125,496.5904816389084
140,15.0,87.60958099365234,252.83043684065342
141,18.0,111.8408432006836,261.9574415832758
142,12.0,53.32350158691406,180.81720581650734
143,15.0,86.42962646484375,245.89737537503242
144,15.0,76.37265014648438,249.87061790376902
145,46.0,647.2440795898438,728.4745433926582
146,20.0,129.87460327148438,281.46790719777346
147,64.0,1091.798583984375,1354.8026186823845
148,17.0,103.29222106933594,250.53095307201147
149,47.0,642.33984375,809.8274351879954
150,46.0,621.4345703125,847.8688102513552
151,55.0,854.7651977539062,1023.5250461697578
152,22.0,165.71139526367188,371.48330653458834
153,31.0,292.6500549316406,563.5863419398665
154,27.0,215.76577758789062,467.93471720814705
155,35.0,354.80755615234375,578.3658737316728
156,16.0,84.17422485351562,235.6962901726365
157,38.0,410.4471435546875,624.0354234799743
158,19.0,121.93866729736328,291.75318190455437
159,34.0,336.37847900390625,582.8560896962881
160,25.0,201.01600646972656,424.2290014773607
161,54.0,822.10546875,953.4080029129982
162,40.0,460.55230712890625,639.2379239872098
163,32.0,287.6903381347656,577.3899732232094
164,30.0,278.8270263671875,513.5479150339961
165,114.0,2944.56640625,2372.6334920227528
166,29.0,269.1529235839844,526.6929319538176
167,33.0,306.0131530761719,643.9908071607351
168,39.0,446.82965087890625,777.931097753346
169,12.0,53.95614242553711,199.21027255058289
170,17.0,96.68302917480469,257.27325036376715
171,23.0,167.09329223632812,418.5047309547663
172,12.0,50.997528076171875,197.224750071764
173,28.0,251.76602172851562,532.9968083202839
174,33.0,365.11444091796875,638.3916053324938
175,25.0,186.40484619140625,482.1512519419193
176,38.0,421.07928466796875,732.3992164507508
177,30.0,270.8330078125,601.9457489028573
178,28.0,232.63934326171875,547.7624577060342
179,59.0,955.2501220703125,1359.2270730733871
180,14.0,66.39481353759766,250.39547282457352
181,48.0,651.930419921875,940.2313292250037
182,140.0,4126.1064453125,2920.4120874628425
183,45.0,561.7198486328125,944.3135319948196
184,29.0,295.5247802734375,566.4828791767359
185,21.0,124.61244201660156,438.7852483317256
186,57.0,858.3330688476562,1165.7107282876968
187,14.0,74.12052917480469,258.01110476255417
188,125.0,3534.2138671875,3280.6275787577033
189,39.0,443.71954345703125,721.0711928084493
190,66.0,1071.2607421875,1588.214139893651
191,50.0,570.24853515625,962.8209419772029
192,149.0,4650.63232421875,3392.3327057808638
193,139.0,3932.4580078125,2961.219540476799
194,54.0,705.0723876953125,1108.3382614552975
195,37.0,376.2576599121094,812.0146262869239
196,17.0,112.60901641845703,338.7411593310535
197,76.0,1463.359130859375,1491.287401329726
198,13.0,75.353515625,237.70593267679214
199,57.0,872.084228515625,1287.6674589291215
200,93.0,2002.852294921875,2153.1276810392737
201,65.0,1171.6795654296875,1603.4404059424996
202,34.0,349.7226257324219,707.6383885368705
203,43.0,461.1060485839844,869.0275531634688
204,45.0,621.1643676757812,1055.9628462977707
205,100.0,2376.23388671875,2321.2370228916407
206,72.0,1087.6549072265625,1389.1522349864244
207,28.0,256.5755615234375,617.1315829306841
208,117.0,2721.481201171875,2290.866775326431
209,43.0,516.5250854492188,996.597505286336
210,27.0,230.8428497314453,588.0142894983292
211,17.0,128.74002075195312,363.28513181209564
212,25.0,222.70266723632812,560.5849111750722
213,43.0,559.044921875,1015.6233419179916
214,23.0,182.78294372558594,444.0001028254628
215,85.0,1590.21630859375,1659.321627702564
216,88.0,1905.311767578125,1828.3090294003487
217,88.0,1760.498046875,2406.8186648227274
218,112.0,2563.60205078125,2848.7029900848866
219,44.0,558.9185791015625,1013.191692572087
220,15.0,81.48277282714844,347.0500298514962
221,41.0,426.1636962890625,1001.9970400892198
222,92.0,1826.0880126953125,2461.14329989627
223,98.0,2130.646240234375,2386.5789443179965
224,99.0,2033.026123046875,2131.419094853103
225,69.0,1008.6594848632812,1407.2236557081342
226,32.0,264.48583984375,793.5896949470043
227,48.0,605.1651611328125,1218.7321596741676
228,129.0,3351.28125,2737.5080382823944
229,96.0,1890.483154296875,2716.472325298935
230,67.0,1059.62353515625,1398.5906327068806
231,44.0,583.19580078125,1091.8505248725414
232,103.0,2237.144775390625,2843.9960267543793
233,65.0,897.4000244140625,1346.98580192402
234,127.0,2756.40576171875,2865.384628597647
235,65.0,917.512451171875,1613.7001610510051
236,64.0,1010.0741577148438,1474.4407762736082
237,101.0,1930.858154296875,2379.6742931753397
238,145.0,3838.3818359375,3320.499630756676
239,21.0,156.91627502441406,504.81367956101894
240,149.0,3668.1376953125,3212.4296228811145
241,61.0,764.9771728515625,1924.9303479269147
242,267.0,9538.2666015625,6921.7065119072795
243,57.0,759.4413452148438,1259.7344394624233
244,46.0,554.7418212890625,1011.1887956857681
245,83.0,1590.574462890625,2681.9617401212454
246,224.0,7527.587890625,5373.5221901685
247,170.0,4396.2451171875,3969.8948785588145
248,125.0,3027.060791015625,4215.324168547988
249,116.0,2481.513671875,3824.239483527839
250,167.0,4281.77685546875,5502.637772649527
251,91.0,1734.0595703125,2939.620465412736
252,322.0,11885.830078125,10669.17317275703
253,186.0,5394.1572265625,4279.1260977983475
254,258.0,7032.9189453125,6016.912282675505
255,244.0,7274.5634765625,5404.266985394061
256,152.0,4323.2470703125,3662.4457913674414
257,114.0,2357.015625,4067.1149160712957
258,263.0,7070.7607421875,7238.93907892704
259,96.0,2042.2413330078125,3398.9509463384748
260,179.0,5033.63134765625,4381.532319255173
261,178.0,4393.6494140625,4789.498561896384
262,500.0,16675.4609375,16136.741686485708
263,119.0,2332.51220703125,3474.0969311743975
264,89.0,1672.971923828125,2155.9907999038696
265,384.0,11061.546875,11482.461629010737
266,146.0,3457.42919921875,5396.684684731066
267,397.0,16006.115234375,13690.571291282773
268,72.0,1430.124267578125,2028.1959291249514
269,142.0,3222.6181640625,5514.241777062416
270,266.0,9985.4384765625,7364.561719067395
271,118.0,2356.160888671875,3776.938359372318
272,174.0,4639.1630859375,5160.6180204972625
273,177.0,4661.30810546875,4955.554174195975
274,157.0,4679.818359375,5793.530148044229
275,456.0,16654.9921875,14920.487745016813
276,275.0,7615.7490234375,9759.472216255963
277,117.0,2922.041015625,4006.576412603259
278,219.0,5835.609375,5708.009614683688
279,211.0,6716.92578125,6803.966019660234
280,153.0,3235.744873046875,5602.1214335262775
281,123.0,2070.16455078125,4143.500992357731
282,223.0,6166.8046875,8667.253922633827
283,221.0,6822.7314453125,6566.715506203473
284,174.0,4002.783447265625,5721.864878498018
285,445.0,15254.2841796875,14556.705994777381
286,266.0,8127.35986328125,7549.284948479384
287,320.0,8424.0751953125,11415.54440267384
288,312.0,8987.6083984375,10499.08810402453
289,450.0,19177.16015625,15642.436931855977
290,54.0,511.886474609375,1596.1493383944035
291,500.0,18487.3203125,15545.195023406297
292,198.0,5902.21044921875,4721.270222328603
293,448.0,18910.20703125,12959.836493801326
294,230.0,7199.6591796875,5266.326063863933
295,407.0,13439.03515625,10981.343839071691
296,387.0,13926.9765625,14384.735457263887
297,218.0,7216.1181640625,6465.63453361392
298,500.0,19520.69921875,13645.686375945807
299,295.0,10100.85546875,8385.001754827797
300,178.0,4767.392578125,6091.217272922397
301,260.0,9106.619140625,6465.976408682764
302,95.0,1388.7198486328125,3100.199157088995
303,389.0,14707.033203125,14619.062918283045
304,500.0,19291.025390625,13976.206689160317
305,500.0,17575.49609375,16960.03691188991
306,328.0,11711.8896484375,12668.60782988742
307,500.0,19475.90234375,16595.634451784194
308,458.0,16313.935546875,12998.189660154283
309,500.0,16811.671875,17990.081899486482
310,194.0,5878.890625,6924.415517255664
311,246.0,5551.75,8868.378608062863
312,277.0,6541.1865234375,9797.624886125326
313,286.0,8947.2412109375,11031.445300251245
314,455.0,18652.677734375,16412.771928988397
315,273.0,10005.470703125,10695.533719919622
316,201.0,4347.4287109375,5555.867551147938
317,500.0,14241.890625,17533.62273234129
318,285.0,9438.412109375,10781.70750529319
319,293.0,9910.548828125,11778.30948574096
320,372.0,12659.78125,13849.268510751426
321,124.0,2811.02587890625,4443.9035736992955
322,482.0,18252.466796875,17418.862037491053
323,257.0,7986.70361328125,10166.125949501991
324,212.0,6356.6591796875,6302.344165913761
325,500.0,20392.470703125,17181.14737360552
326,230.0,7476.958984375,8520.224068336189
327,356.0,13503.591796875,13478.673481710255
328,446.0,16567.427734375,17352.596404120326
329,413.0,16175.85546875,16871.07717872411
330,227.0,6647.13671875,8035.225474782288
331,292.0,11130.9140625,11815.442949995399
332,341.0,10756.2314453125,13057.870759807527
333,99.0,2079.92822265625,3697.353002309799
334,295.0,9789.412109375,11585.758242435753
335,481.0,18206.8125,17578.895683888346
336,407.0,15280.8115234375,16247.245229460299
337,207.0,6787.61962890625,7576.556054994464
338,311.0,11633.201171875,12203.00076289475
339,365.0,14917.166015625,13929.305995211005
340,325.0,10637.1689453125,11610.492361366749
341,500.0,21209.9765625,14166.983935169876
342,320.0,8995.4306640625,11822.096012949944
343,500.0,15573.205078125,17210.888899106532
344,500.0,20273.251953125,19593.940258070827
345,158.0,4809.24658203125,5291.403129860759
346,353.0,13027.2666015625,11644.279417969286
347,500.0,19934.59375,18116.3659215644
348,155.0,3898.831787109375,5389.927434526384
349,171.0,5379.7802734375,5601.601136647165
350,406.0,16809.373046875,10275.125166244805
351,298.0,10866.4677734375,10073.716205783188
352,286.0,8305.75390625,7789.655219487846
353,500.0,20125.23046875,15415.186231322587
354,308.0,10032.3115234375,8288.132158074528
355,304.0,9877.2578125,10806.781164735556
356,500.0,19751.7265625,13985.42490079254
357,404.0,16023.4375,12797.56929641962
358,500.0,17372.52734375,18004.471093833447
359,500.0,17686.888671875,17064.00666499138
360,405.0,15041.8935546875,11793.02379244566
361,128.0,3087.42431640625,3740.9859043844044
362,478.0,19354.8359375,14276.894543703645
363,340.0,12219.8271484375,9000.052239611745
364,253.0,7542.4619140625,8018.694389685988
365,357.0,14147.4931640625,10289.807786099613
366,500.0,15895.134765625,15879.596953727305
367,42.0,372.40863037109375,1699.895538777113
368,321.0,10735.927734375,12625.68649688363
369,367.0,13675.494140625,10418.08070152253
370,500.0,16440.009765625,14924.927454523742
371,500.0,19938.990234375,14723.168967865407
372,214.0,6491.0615234375,5251.932932309806
373,500.0,13667.2099609375,17403.041777156293
374,409.0,14636.201171875,12249.32812525332
375,500.0,18313.8671875,18228.706050127745
376,284.0,9724.7041015625,7868.3530908674
377,194.0,4556.6220703125,6929.529975462705
378,500.0,16029.3486328125,19152.402518361807
379,500.0,18182.38671875,16652.424213416874
380,500.0,16231.2421875,16929.619404435158
381,170.0,4621.890625,6084.658233858645
382,470.0,17931.095703125,13917.20134973526
383,190.0,5574.7216796875,5272.490793645382
