episode,reward,loss,spikes_per_episode
1,13.0,55.235679626464844,1279.4607141241431
2,10.0,7.999063968658447,885.6769083440304
3,10.0,10.13656234741211,926.8026324808598
4,13.0,44.39002227783203,1125.9594505429268
5,14.0,46.919979095458984,1341.8556436151266
6,10.0,17.656902313232422,968.7442053258419
7,9.0,4.108022689819336,1081.9967679977417
8,9.0,1.44051992893219,1234.8884789347649
9,13.0,62.30128479003906,1681.2432275414467
10,9.0,1.4133660793304443,1247.6908750236034
11,12.0,48.63243865966797,1657.1522026658058
12,12.0,21.599079132080078,1162.485979437828
13,10.0,26.7963809967041,946.6702902913094
14,10.0,21.33489418029785,917.1804156303406
15,14.0,74.07395935058594,1290.998977407813
16,11.0,21.236370086669922,959.3626772165298
17,18.0,85.30462646484375,2031.7037084624171
18,9.0,13.94369888305664,853.2294473648071
19,11.0,12.104974746704102,995.6584948673844
20,10.0,18.058320999145508,942.1404290795326
21,11.0,25.50531578063965,966.00335714221
22,30.0,306.38690185546875,3171.570777013898
23,9.0,11.064114570617676,886.8056172728539
24,13.0,57.70744323730469,1301.205415636301
25,12.0,35.63835906982422,1172.81754796952
26,9.0,9.211858749389648,831.2570151090622
27,10.0,11.241730690002441,861.7550246119499
28,9.0,8.190237045288086,875.6758255362511
29,10.0,20.347597122192383,967.6572099030018
30,17.0,94.0174789428711,1832.2227075695992
31,11.0,29.397308349609375,992.2822151184082
32,15.0,82.53199005126953,1603.7781894803047
33,11.0,27.49085235595703,988.3817195892334
34,15.0,48.66798400878906,1682.525309562683
35,16.0,67.96839904785156,1638.7857100069523
36,9.0,15.395807266235352,872.998200237751
37,16.0,60.181358337402344,1669.4814347624779
38,11.0,32.933082580566406,936.6578741967678
39,12.0,41.36005783081055,1342.1543268561363
40,10.0,22.59335708618164,944.4773585796356
41,10.0,16.628555297851562,864.6721829771996
42,13.0,43.38581466674805,1307.7536496520042
43,15.0,75.99673461914062,1627.276948556304
44,14.0,56.01691818237305,1205.4150573313236
45,15.0,64.13265991210938,1488.1233708709478
46,18.0,115.6365966796875,1506.5234380364418
47,9.0,13.060652732849121,859.5073052942753
48,10.0,19.216842651367188,933.9439086318016
49,10.0,22.6796932220459,895.1518564224243
50,12.0,34.342254638671875,954.2635329067707
51,16.0,83.83731842041016,1690.1003856360912
52,11.0,39.21141815185547,1030.6443560123444
53,17.0,82.95339965820312,1565.3505971729755
54,16.0,85.64713287353516,1422.354734659195
55,9.0,16.89963722229004,842.3892663121223
56,12.0,39.39579391479492,1060.6003080010414
57,11.0,32.43104934692383,937.7044183015823
58,10.0,23.200227737426758,935.0036279559135
