mode,mean_acc,std_acc,median_acc,min_acc,max_acc,mean_final_train_loss,std_final_train_loss,median_final_train_loss,min_final_train_loss,max_final_train_loss,mean_final_test_loss,std_final_test_loss,median_final_test_loss,min_final_test_loss,max_final_test_loss,mean_final_avg_spikes,std_final_avg_spikes,median_final_avg_spikes,min_final_avg_spikes,max_final_avg_spikes,mean_layer4_linearity_spike_count,std_layer4_linearity_spike_count,median_layer4_linearity_spike_count,min_layer4_linearity_spike_count,max_layer4_linearity_spike_count
dissipative_delta_10.0,79.28645833333334,22.818501748951135,96.5625,49.791666666666664,99.0625,0.03145555469325759,0.006823755551752038,0.029741680279614463,0.020538928841556153,0.04491609706723642,1.1251581005255382,0.5778463388916754,1.0307044982910156,0.5053238868713379,2.9912988980611166,360.61244791666667,37.4916245192332,354.77447916666665,315.3520833333333,413.796875,0.8166666666666667,0.2206047218609394,0.9756944444444444,0.5034722222222222,0.9930555555555556
expansive_delta_-1.5,96.76041666666666,6.154320633786504,98.85416666666666,78.33333333333333,99.0625,0.06197248547818631,0.051456732666068095,0.03759383531512632,0.023143750904578594,0.16872084092709325,0.6989701937387387,0.4515009260138832,0.5772761344909668,0.07047843088706335,2.149596118927002,486.94875,42.223958173870756,491.61979166666663,380.42291666666665,549.6572916666667,0.9671875,0.06402932180591894,0.9895833333333334,0.7708333333333334,0.9965277777777778
tough_delta_2.0,66.79166666666666,22.441383197667683,50.208333333333336,49.791666666666664,98.95833333333333,0.0304840243286303,0.007079600995179441,0.030574700644900723,0.0203325082472856,0.04226820611004387,1.021628946264585,0.3030136973685066,0.9744476715723673,0.6161256074905396,1.6307373921076456,269.87609375,34.46822441662373,270.8494791666667,224.975,344.86354166666666,0.6703125,0.22226355095857284,0.5034722222222222,0.5034722222222222,0.9930555555555556
